raw_log,environment,level,service_name,module,error_code,affected_users_count,frequency_last_24h,days_since_release,is_payment_related,is_auth_related,is_db_error,is_timeout,is_rate_limit,is_oom,is_exception,is_failed,has_customer_impact,has_workaround,sla_breach_risk,is_crash,customer_tier,repeat_count_same_pattern,high_priority
2026-04-15T10:19:13Z WARN payment-service Charge failed order_id=10379 user=2379 error=PAYMENT_GATEWAY_DOWN env=staging sla breach risk urgent sev1 exception raised,staging,WARN,payment-service,payments,PAYMENT_GATEWAY_DOWN,145,16,21,1,0,0,0,0,0,1,1,1,0,1,0,free,11,1
2026-04-15T10:20:20Z ERROR checkout-service Checkout request rejected for user=2380 error=PAYMENT_GATEWAY_DOWN env=prod manual retry possible repeated spike after deploy checkout impacted exception raised,prod,ERROR,checkout-service,payments,PAYMENT_GATEWAY_DOWN,275,61,1,1,0,0,0,0,0,1,1,1,0,0,0,pro,16,1
2026-04-15T10:21:27Z ERROR frontend-service Checkout button not responding for browser=safari env=dev every request failing urgent sev1,dev,ERROR,frontend-service,ui,UNKNOWN,175,111,21,1,0,0,0,0,0,0,0,1,0,1,0,free,26,0
2026-04-15T10:22:34Z ERROR auth-service Login failed for user=2382 reason=TOKEN_EXPIRED env=prod post-deploy regression,prod,ERROR,auth-service,auth,TOKEN_EXPIRED,235,26,1,0,1,0,0,0,0,0,1,1,0,0,0,pro,25,1
2026-04-15T10:23:41Z ERROR search-service Search query failed user=2383 error=INDEX_UNAVAILABLE env=prod post-deploy regression sla breach risk,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,155,26,1,0,0,0,0,0,0,0,1,1,0,1,0,pro,70,1
2026-04-15T10:24:48Z ERROR auth-service Login failed for user=2384 reason=SESSION_INVALID env=prod single request failure,prod,ERROR,auth-service,auth,SESSION_INVALID,235,26,21,0,1,0,0,0,0,0,1,1,0,0,0,pro,12,1
2026-04-15T10:25:55Z WARN notification-service SMTP timeout for customer=2385 env=prod repeated spike after deploy sla breach risk,prod,WARN,notification-service,notifications,UNKNOWN,105,71,1,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:26:02Z ERROR notification-service SMTP timeout for customer=2386 env=prod single request failure,prod,ERROR,notification-service,notifications,UNKNOWN,155,31,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,138,1
2026-04-15T10:27:09Z WARN identity-service Session validation failed for user=2387 reason=TOKEN_EXPIRED env=prod vip tenant impacted every request failing,prod,WARN,identity-service,auth,TOKEN_EXPIRED,255,116,21,0,1,0,0,0,0,0,1,1,0,0,0,enterprise,14,1
2026-04-15T10:28:16Z INFO notification-service SMTP timeout for customer=2388 env=dev all users impacted urgent sev1,dev,INFO,notification-service,notifications,UNKNOWN,505,21,21,0,0,0,1,0,0,0,0,1,0,1,0,free,54,0
2026-04-15T10:29:23Z ERROR identity-service Session validation failed for user=2389 reason=SESSION_INVALID env=staging enterprise customer affected urgent sev1 every request failing,staging,ERROR,identity-service,auth,SESSION_INVALID,225,126,21,0,1,0,0,0,0,0,1,1,0,1,0,enterprise,4,1
2026-04-15T10:30:30Z WARN integrations-service Partner webhook failed partner=tenant-30 error=PARTNER_API_DOWN env=prod customer complaint opened exception raised,prod,WARN,integrations-service,integrations,PARTNER_API_DOWN,105,16,21,0,0,0,0,0,0,1,1,1,0,0,0,pro,73,1
2026-04-15T10:31:37Z ERROR identity-service Session validation failed for user=2391 reason=TOKEN_EXPIRED env=prod enterprise customer affected,prod,ERROR,identity-service,auth,TOKEN_EXPIRED,305,26,21,0,1,0,0,0,0,0,1,1,0,0,0,enterprise,14,1
2026-04-15T10:32:44Z ERROR frontend-service Checkout button not responding for browser=safari env=dev enterprise customer affected,dev,ERROR,frontend-service,ui,UNKNOWN,325,11,21,1,0,0,0,0,0,0,0,1,0,0,0,enterprise,26,1
2026-04-15T10:33:51Z ERROR notification-service SMTP timeout for customer=2393 env=prod vip tenant impacted,prod,ERROR,notification-service,notifications,UNKNOWN,305,31,21,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,138,1
2026-04-15T10:34:58Z ERROR ui-service Frontend exception during checkout env=dev urgent sev1 manual retry possible all users impacted,dev,ERROR,ui-service,ui,UNKNOWN,675,11,21,1,0,0,0,0,0,1,0,1,0,1,0,free,23,1
2026-04-15T10:35:05Z WARN integrations-service Partner webhook failed partner=tenant-35 error=WEBHOOK_TIMEOUT env=prod every request failing repeated spike after deploy fallback available workaround,prod,WARN,integrations-service,integrations,WEBHOOK_TIMEOUT,105,186,1,0,0,0,1,0,0,0,1,0,1,0,0,pro,72,1
2026-04-15T10:36:12Z WARN integrations-service Partner webhook failed partner=tenant-36 error=WEBHOOK_TIMEOUT env=prod fallback available workaround,prod,WARN,integrations-service,integrations,WEBHOOK_TIMEOUT,105,36,21,0,0,0,1,0,0,0,1,0,1,0,0,pro,72,0
2026-04-15T10:37:19Z ERROR search-service Search query failed user=2397 error=SEARCH_TIMEOUT env=prod post-deploy regression,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,46,1,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:38:26Z WARN reporting-service Scheduled export failed tenant=tenant-38 error=EXPORT_TIMEOUT env=prod every request failing repeated spike after deploy,prod,WARN,reporting-service,reporting,EXPORT_TIMEOUT,105,186,1,0,0,0,1,0,0,0,1,0,0,0,0,pro,68,1
2026-04-15T10:39:33Z ERROR ui-service Frontend exception during checkout env=prod all users impacted,prod,ERROR,ui-service,ui,UNKNOWN,775,11,21,1,0,0,0,0,0,1,0,1,0,0,0,pro,65,1
2026-04-15T10:40:40Z INFO checkout-service Checkout request rejected for user=2400 error=RATE_LIMIT env=prod post-deploy regression vip tenant impacted checkout impacted,prod,INFO,checkout-service,payments,RATE_LIMIT,375,1,1,1,0,0,0,1,0,0,1,1,0,0,0,enterprise,17,1
2026-04-15T10:41:47Z WARN identity-service Session validation failed for user=2401 reason=SESSION_INVALID env=staging single request failure all users impacted urgent sev1,staging,WARN,identity-service,auth,SESSION_INVALID,525,16,21,0,1,0,0,0,0,0,1,1,0,1,0,free,4,1
2026-04-15T10:42:54Z WARN search-service Search query failed user=2402 error=INDEX_UNAVAILABLE env=dev vip tenant impacted customer complaint opened,dev,WARN,search-service,search,INDEX_UNAVAILABLE,155,16,21,0,0,0,0,0,0,0,1,1,0,0,0,enterprise,29,0
2026-04-15T10:43:01Z ERROR notification-service SMTP timeout for customer=2403 env=prod enterprise customer affected customer complaint opened,prod,ERROR,notification-service,notifications,UNKNOWN,305,31,21,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,138,1
2026-04-15T10:44:08Z WARN reporting-service Scheduled export failed tenant=tenant-4 error=EXPORT_TIMEOUT env=prod repeated spike after deploy all users impacted customer complaint opened,prod,WARN,reporting-service,reporting,EXPORT_TIMEOUT,605,86,1,0,0,0,1,0,0,0,1,1,0,0,0,pro,68,1
2026-04-15T10:45:15Z WARN search-service Search query failed user=2405 error=SEARCH_TIMEOUT env=prod customer complaint opened fallback available workaround,prod,WARN,search-service,search,SEARCH_TIMEOUT,105,36,21,0,0,0,1,0,0,0,1,1,1,0,0,pro,77,1
2026-04-15T10:46:22Z INFO search-service Search query failed user=2406 error=SEARCH_TIMEOUT env=prod all users impacted,prod,INFO,search-service,search,SEARCH_TIMEOUT,605,36,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:47:29Z FATAL search-service Search query failed user=2407 error=INDEX_UNAVAILABLE env=dev post-deploy regression crash detected,dev,FATAL,search-service,search,INDEX_UNAVAILABLE,125,46,1,0,0,0,0,0,0,0,1,1,0,0,1,free,29,1
2026-04-15T10:48:36Z ERROR notification-service SMTP timeout for customer=2408 env=prod urgent sev1,prod,ERROR,notification-service,notifications,UNKNOWN,155,31,21,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:49:43Z ERROR notification-service SMTP timeout for customer=2409 env=dev urgent sev1,dev,ERROR,notification-service,notifications,UNKNOWN,55,31,21,0,0,0,1,0,0,0,0,1,0,1,0,free,54,1
2026-04-15T10:50:50Z FATAL reporting-service Scheduled export failed tenant=tenant-10 error=DB_TIMEOUT env=prod vip tenant impacted customer complaint opened crash detected exception raised,prod,FATAL,reporting-service,reporting,DB_TIMEOUT,375,66,21,0,0,1,1,0,0,1,1,1,0,0,1,enterprise,53,1
2026-04-15T10:51:57Z ERROR frontend-service Checkout button not responding for browser=safari env=prod every request failing,prod,ERROR,frontend-service,ui,UNKNOWN,275,111,21,1,0,0,0,0,0,0,0,1,0,0,0,pro,93,1
2026-04-15T10:52:04Z ERROR notification-service SMTP timeout for customer=2412 env=staging urgent sev1 vip tenant impacted repeated spike after deploy,staging,ERROR,notification-service,notifications,UNKNOWN,225,81,1,0,0,0,1,0,0,0,0,1,0,1,0,enterprise,74,1
2026-04-15T10:53:11Z ERROR search-service Search query failed user=2413 error=SEARCH_TIMEOUT env=prod customer complaint opened,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,46,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:54:18Z ERROR search-service Search query failed user=2414 error=SEARCH_TIMEOUT env=prod manual retry possible,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,46,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:55:25Z WARN integrations-service Partner webhook failed partner=tenant-15 error=PARTNER_API_DOWN env=prod sla breach risk enterprise customer affected exception raised,prod,WARN,integrations-service,integrations,PARTNER_API_DOWN,255,16,21,0,0,0,0,0,0,1,1,1,0,1,0,enterprise,73,1
2026-04-15T10:56:32Z WARN auth-service Login failed for user=2416 reason=OUT_OF_MEMORY env=prod customer complaint opened post-deploy regression exception raised,prod,WARN,auth-service,auth,OUT_OF_MEMORY,185,16,1,0,1,0,0,0,0,1,1,1,0,0,0,pro,23,1
2026-04-15T10:57:39Z FATAL frontend-service Checkout button not responding for browser=safari env=prod manual retry possible fallback available workaround post-deploy regression crash detected,prod,FATAL,frontend-service,ui,UNKNOWN,345,31,1,1,0,0,0,0,0,0,0,1,1,0,1,pro,93,1
2026-04-15T10:58:46Z WARN checkout-service Checkout request rejected for user=2418 error=DB_TIMEOUT env=prod single request failure checkout impacted exception raised,prod,WARN,checkout-service,payments,DB_TIMEOUT,225,21,21,1,0,1,1,0,0,1,1,1,0,0,0,pro,20,1
2026-04-15T10:59:53Z WARN search-service Search query failed user=2419 error=SEARCH_TIMEOUT env=dev post-deploy regression fallback available workaround,dev,WARN,search-service,search,SEARCH_TIMEOUT,5,36,1,0,0,0,1,0,0,0,1,1,1,0,0,free,25,0
2026-04-15T10:00:00Z ERROR auth-service Login failed for user=2420 reason=TOKEN_EXPIRED env=staging post-deploy regression,staging,ERROR,auth-service,auth,TOKEN_EXPIRED,155,26,1,0,1,0,0,0,0,0,1,1,0,0,0,free,12,0
2026-04-15T10:01:07Z ERROR frontend-service Checkout button not responding for browser=safari env=prod manual retry possible repeated spike after deploy,prod,ERROR,frontend-service,ui,UNKNOWN,275,61,1,1,0,0,0,0,0,0,0,1,0,0,0,pro,93,1
2026-04-15T10:02:14Z ERROR auth-service Login failed for user=2422 reason=TOKEN_EXPIRED env=prod sla breach risk manual retry possible fallback available workaround,prod,ERROR,auth-service,auth,TOKEN_EXPIRED,235,26,21,0,1,0,0,0,0,0,1,1,1,1,0,pro,25,1
2026-04-15T10:03:21Z ERROR checkout-service Checkout request rejected for user=2423 error=PAYMENT_GATEWAY_DOWN env=dev sla breach risk exception raised,dev,ERROR,checkout-service,payments,PAYMENT_GATEWAY_DOWN,175,11,21,1,0,0,0,0,0,1,1,1,0,1,0,free,12,1
2026-04-15T10:04:28Z WARN notification-service SMTP timeout for customer=2424 env=prod manual retry possible single request failure,prod,WARN,notification-service,notifications,UNKNOWN,105,21,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,138,0
2026-04-15T10:05:35Z ERROR search-service Search query failed user=2425 error=SEARCH_TIMEOUT env=prod fallback available workaround all users impacted repeated spike after deploy,prod,ERROR,search-service,search,SEARCH_TIMEOUT,655,96,1,0,0,0,1,0,0,0,1,1,1,0,0,pro,77,1
2026-04-15T10:06:42Z INFO integrations-service Partner webhook failed partner=tenant-26 error=WEBHOOK_TIMEOUT env=staging enterprise customer affected vip tenant impacted,staging,INFO,integrations-service,integrations,WEBHOOK_TIMEOUT,175,36,21,0,0,0,1,0,0,0,1,1,0,0,0,enterprise,47,1
2026-04-15T10:07:49Z WARN checkout-service Checkout request rejected for user=2427 error=PAYMENT_GATEWAY_DOWN env=staging manual retry possible every request failing fallback available workaround exception raised,staging,WARN,checkout-service,payments,PAYMENT_GATEWAY_DOWN,145,101,21,1,0,0,0,0,0,1,1,1,1,0,0,free,17,1
2026-04-15T10:08:56Z WARN checkout-service Checkout request rejected for user=2428 error=RATE_LIMIT env=prod manual retry possible repeated spike after deploy checkout impacted,prod,WARN,checkout-service,payments,RATE_LIMIT,225,51,1,1,0,0,0,1,0,0,1,1,0,0,0,pro,17,1
2026-04-15T10:09:03Z ERROR frontend-service Checkout button not responding for browser=safari env=prod every request failing,prod,ERROR,frontend-service,ui,UNKNOWN,275,111,21,1,0,0,0,0,0,0,0,1,0,0,0,pro,93,1
2026-04-15T10:10:10Z ERROR auth-service Login failed for user=2430 reason=TOKEN_EXPIRED env=staging manual retry possible urgent sev1 sla breach risk,staging,ERROR,auth-service,auth,TOKEN_EXPIRED,155,26,21,0,1,0,0,0,0,0,1,1,0,1,0,free,12,1
2026-04-15T10:11:17Z ERROR search-service Search query failed user=2431 error=INDEX_UNAVAILABLE env=dev manual retry possible,dev,ERROR,search-service,search,INDEX_UNAVAILABLE,55,26,21,0,0,0,0,0,0,0,1,1,0,0,0,free,29,0
2026-04-15T10:12:24Z ERROR integrations-service Partner webhook failed partner=tenant-32 error=PARTNER_API_DOWN env=prod sla breach risk post-deploy regression customer complaint opened exception raised,prod,ERROR,integrations-service,integrations,PARTNER_API_DOWN,155,26,1,0,0,0,0,0,0,1,1,1,0,1,0,pro,73,1
2026-04-15T10:13:31Z WARN checkout-service Checkout request rejected for user=2433 error=DB_TIMEOUT env=staging enterprise customer affected sla breach risk customer complaint opened exception raised,staging,WARN,checkout-service,payments,DB_TIMEOUT,295,21,21,1,0,1,1,0,0,1,1,1,0,1,0,enterprise,12,1
2026-04-15T10:14:38Z ERROR integrations-service Partner webhook failed partner=tenant-34 error=WEBHOOK_TIMEOUT env=staging urgent sev1 sla breach risk post-deploy regression,staging,ERROR,integrations-service,integrations,WEBHOOK_TIMEOUT,75,46,1,0,0,0,1,0,0,0,1,0,0,1,0,free,47,1
2026-04-15T10:15:45Z WARN checkout-service Checkout request rejected for user=2435 error=DB_TIMEOUT env=staging sla breach risk customer complaint opened post-deploy regression exception raised,staging,WARN,checkout-service,payments,DB_TIMEOUT,145,21,1,1,0,1,1,0,0,1,1,1,0,1,0,free,12,1
2026-04-15T10:16:52Z WARN integrations-service Partner webhook failed partner=tenant-36 error=WEBHOOK_TIMEOUT env=staging enterprise customer affected sla breach risk manual retry possible,staging,WARN,integrations-service,integrations,WEBHOOK_TIMEOUT,175,36,21,0,0,0,1,0,0,0,1,1,0,1,0,enterprise,47,1
2026-04-15T10:17:59Z FATAL payment-service Charge failed order_id=10437 user=2437 error=DB_TIMEOUT env=prod all users impacted post-deploy regression sla breach risk checkout impacted crash detected exception raised,prod,FATAL,payment-service,payments,DB_TIMEOUT,845,66,1,1,0,1,1,0,0,1,1,1,0,1,1,pro,18,1
2026-04-15T10:18:06Z ERROR search-service Search query failed user=2438 error=INDEX_UNAVAILABLE env=prod manual retry possible,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,155,26,21,0,0,0,0,0,0,0,1,1,0,0,0,pro,70,1
2026-04-15T10:19:13Z FATAL checkout-service Checkout request rejected for user=2439 error=PAYMENT_GATEWAY_DOWN env=staging sla breach risk crash detected exception raised,staging,FATAL,checkout-service,payments,PAYMENT_GATEWAY_DOWN,265,31,21,1,0,0,0,0,0,1,1,1,0,1,1,free,17,1
2026-04-15T10:20:20Z WARN identity-service Session validation failed for user=2440 reason=SESSION_INVALID env=prod sla breach risk post-deploy regression,prod,WARN,identity-service,auth,SESSION_INVALID,105,16,1,0,1,0,0,0,0,0,1,1,0,1,0,pro,15,1
2026-04-15T10:21:27Z FATAL reporting-service Scheduled export failed tenant=tenant-1 error=DB_TIMEOUT env=dev fallback available workaround crash detected exception raised,dev,FATAL,reporting-service,reporting,DB_TIMEOUT,125,66,21,0,0,1,1,0,0,1,1,0,1,0,1,free,18,1
2026-04-15T10:22:34Z WARN search-service Search query failed user=2442 error=SEARCH_TIMEOUT env=prod repeated spike after deploy,prod,WARN,search-service,search,SEARCH_TIMEOUT,105,86,1,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:23:41Z ERROR identity-service Session validation failed for user=2443 reason=DB_TIMEOUT env=staging manual retry possible customer complaint opened enterprise customer affected exception raised,staging,ERROR,identity-service,auth,DB_TIMEOUT,225,46,21,0,1,1,1,0,0,1,1,1,0,0,0,enterprise,13,1
2026-04-15T10:24:48Z FATAL notification-service SMTP timeout for customer=2444 env=prod all users impacted crash detected,prod,FATAL,notification-service,notifications,UNKNOWN,725,51,21,0,0,0,1,0,0,0,0,1,0,0,1,pro,138,1
2026-04-15T10:25:55Z ERROR checkout-service Checkout request rejected for user=2445 error=DB_TIMEOUT env=staging fallback available workaround vip tenant impacted exception raised,staging,ERROR,checkout-service,payments,DB_TIMEOUT,345,31,21,1,0,1,1,0,0,1,1,1,1,0,0,enterprise,12,1
2026-04-15T10:26:02Z ERROR notification-service SMTP timeout for customer=2446 env=prod all users impacted customer complaint opened urgent sev1,prod,ERROR,notification-service,notifications,UNKNOWN,655,31,21,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:27:09Z WARN frontend-service Checkout button not responding for browser=safari env=prod customer complaint opened every request failing,prod,WARN,frontend-service,ui,UNKNOWN,225,101,21,1,0,0,0,0,0,0,0,1,0,0,0,pro,93,1
2026-04-15T10:28:16Z ERROR checkout-service Checkout request rejected for user=2448 error=CARD_TOKEN_ERROR env=prod repeated spike after deploy manual retry possible enterprise customer affected checkout impacted,prod,ERROR,checkout-service,payments,CARD_TOKEN_ERROR,425,61,1,1,1,0,0,0,0,0,1,1,0,0,0,enterprise,17,1
2026-04-15T10:29:23Z WARN checkout-service Checkout request rejected for user=2449 error=PAYMENT_GATEWAY_DOWN env=dev repeated spike after deploy fallback available workaround urgent sev1 exception raised,dev,WARN,checkout-service,payments,PAYMENT_GATEWAY_DOWN,125,51,1,1,0,0,0,0,0,1,1,1,1,1,0,free,12,1
2026-04-15T10:30:30Z WARN checkout-service Checkout request rejected for user=2450 error=CARD_TOKEN_ERROR env=dev repeated spike after deploy urgent sev1 enterprise customer affected,dev,WARN,checkout-service,payments,CARD_TOKEN_ERROR,275,51,1,1,1,0,0,0,0,0,1,1,0,1,0,enterprise,6,1
2026-04-15T10:31:37Z ERROR integrations-service Partner webhook failed partner=tenant-11 error=PARTNER_API_DOWN env=staging urgent sev1 exception raised,staging,ERROR,integrations-service,integrations,PARTNER_API_DOWN,75,26,21,0,0,0,0,0,0,1,1,0,0,1,0,free,25,1
2026-04-15T10:32:44Z ERROR search-service Search query failed user=2452 error=SEARCH_TIMEOUT env=prod fallback available workaround repeated spike after deploy,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,96,1,0,0,0,1,0,0,0,1,1,1,0,0,pro,77,1
2026-04-15T10:33:51Z WARN search-service Search query failed user=2453 error=SEARCH_TIMEOUT env=prod urgent sev1,prod,WARN,search-service,search,SEARCH_TIMEOUT,105,36,21,0,0,0,1,0,0,0,1,1,0,1,0,pro,77,1
2026-04-15T10:34:58Z WARN integrations-service Partner webhook failed partner=tenant-14 error=WEBHOOK_TIMEOUT env=staging manual retry possible vip tenant impacted urgent sev1,staging,WARN,integrations-service,integrations,WEBHOOK_TIMEOUT,175,36,21,0,0,0,1,0,0,0,1,0,0,1,0,enterprise,47,1
2026-04-15T10:35:05Z INFO identity-service Session validation failed for user=2455 reason=SESSION_INVALID env=prod customer complaint opened,prod,INFO,identity-service,auth,SESSION_INVALID,105,16,21,0,1,0,0,0,0,0,1,1,0,0,0,pro,15,1
2026-04-15T10:36:12Z INFO identity-service Session validation failed for user=2456 reason=TOKEN_EXPIRED env=staging repeated spike after deploy urgent sev1,staging,INFO,identity-service,auth,TOKEN_EXPIRED,25,66,1,0,1,0,0,0,0,0,1,1,0,1,0,free,11,0
2026-04-15T10:37:19Z ERROR search-service Search query failed user=2457 error=SEARCH_TIMEOUT env=prod fallback available workaround all users impacted urgent sev1,prod,ERROR,search-service,search,SEARCH_TIMEOUT,655,46,21,0,0,0,1,0,0,0,1,1,1,1,0,pro,77,1
2026-04-15T10:38:26Z ERROR checkout-service Checkout request rejected for user=2458 error=DB_TIMEOUT env=staging single request failure manual retry possible sla breach risk exception raised,staging,ERROR,checkout-service,payments,DB_TIMEOUT,195,31,21,1,0,1,1,0,0,1,1,1,0,1,0,free,12,1
2026-04-15T10:39:33Z WARN identity-service Session validation failed for user=2459 reason=TOKEN_EXPIRED env=staging post-deploy regression,staging,WARN,identity-service,auth,TOKEN_EXPIRED,25,16,1,0,1,0,0,0,0,0,1,1,0,0,0,free,11,0
2026-04-15T10:40:40Z FATAL integrations-service Partner webhook failed partner=tenant-20 error=WEBHOOK_TIMEOUT env=staging all users impacted post-deploy regression crash detected,staging,FATAL,integrations-service,integrations,WEBHOOK_TIMEOUT,645,66,1,0,0,0,1,0,0,0,1,1,0,0,1,free,47,1
2026-04-15T10:41:47Z WARN ui-service Frontend exception during checkout env=prod enterprise customer affected,prod,WARN,ui-service,ui,UNKNOWN,375,1,21,1,0,0,0,0,0,1,0,1,0,0,0,enterprise,65,1
2026-04-15T10:42:54Z WARN notification-service SMTP timeout for customer=2462 env=prod vip tenant impacted urgent sev1 single request failure,prod,WARN,notification-service,notifications,UNKNOWN,255,21,21,0,0,0,1,0,0,0,1,1,0,1,0,enterprise,138,1
2026-04-15T10:43:01Z ERROR integrations-service Partner webhook failed partner=tenant-23 error=PARTNER_API_DOWN env=prod urgent sev1 all users impacted post-deploy regression exception raised,prod,ERROR,integrations-service,integrations,PARTNER_API_DOWN,655,26,1,0,0,0,0,0,0,1,1,1,0,1,0,pro,73,1
2026-04-15T10:44:08Z WARN integrations-service Partner webhook failed partner=tenant-24 error=PARTNER_API_DOWN env=staging customer complaint opened all users impacted post-deploy regression exception raised,staging,WARN,integrations-service,integrations,PARTNER_API_DOWN,525,16,1,0,0,0,0,0,0,1,1,1,0,0,0,free,25,0
2026-04-15T10:45:15Z ERROR auth-service Login failed for user=2465 reason=DB_TIMEOUT env=prod enterprise customer affected vip tenant impacted fallback available workaround exception raised,prod,ERROR,auth-service,auth,DB_TIMEOUT,385,46,21,0,1,1,1,0,0,1,1,1,1,0,0,enterprise,17,1
2026-04-15T10:46:22Z ERROR frontend-service Checkout button not responding for browser=safari env=prod fallback available workaround manual retry possible,prod,ERROR,frontend-service,ui,UNKNOWN,275,11,21,1,0,0,0,0,0,0,0,1,1,0,0,pro,93,1
2026-04-15T10:47:29Z ERROR notification-service SMTP timeout for customer=2467 env=staging single request failure,staging,ERROR,notification-service,notifications,UNKNOWN,75,31,21,0,0,0,1,0,0,0,1,1,0,0,0,free,74,1
2026-04-15T10:48:36Z ERROR auth-service Login failed for user=2468 reason=OUT_OF_MEMORY env=staging vip tenant impacted every request failing exception raised,staging,ERROR,auth-service,auth,OUT_OF_MEMORY,305,126,21,0,1,0,0,0,0,1,1,1,0,0,0,enterprise,5,1
2026-04-15T10:49:43Z ERROR identity-service Session validation failed for user=2469 reason=DB_TIMEOUT env=prod vip tenant impacted exception raised,prod,ERROR,identity-service,auth,DB_TIMEOUT,305,46,21,0,1,1,1,0,0,1,1,1,0,0,0,enterprise,22,1
2026-04-15T10:50:50Z ERROR search-service Search query failed user=2470 error=INDEX_UNAVAILABLE env=prod every request failing fallback available workaround single request failure,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,155,126,21,0,0,0,0,0,0,0,1,1,1,0,0,pro,70,1
2026-04-15T10:51:57Z ERROR search-service Search query failed user=2471 error=SEARCH_TIMEOUT env=prod every request failing,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,146,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:52:04Z INFO search-service Search query failed user=2472 error=INDEX_UNAVAILABLE env=prod fallback available workaround all users impacted vip tenant impacted,prod,INFO,search-service,search,INDEX_UNAVAILABLE,755,16,21,0,0,0,0,0,0,0,1,1,1,0,0,enterprise,70,1
2026-04-15T10:53:11Z WARN integrations-service Partner webhook failed partner=tenant-33 error=PARTNER_API_DOWN env=prod fallback available workaround all users impacted vip tenant impacted exception raised,prod,WARN,integrations-service,integrations,PARTNER_API_DOWN,755,16,21,0,0,0,0,0,0,1,1,1,1,0,0,enterprise,73,1
2026-04-15T10:54:18Z ERROR notification-service SMTP timeout for customer=2474 env=staging vip tenant impacted customer complaint opened,staging,ERROR,notification-service,notifications,UNKNOWN,225,31,21,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,74,1
2026-04-15T10:55:25Z INFO integrations-service Partner webhook failed partner=tenant-35 error=PARTNER_API_DOWN env=prod urgent sev1 customer complaint opened manual retry possible exception raised,prod,INFO,integrations-service,integrations,PARTNER_API_DOWN,105,16,21,0,0,0,0,0,0,1,1,1,0,1,0,pro,73,1
2026-04-15T10:56:32Z ERROR integrations-service Partner webhook failed partner=tenant-36 error=PARTNER_API_DOWN env=prod fallback available workaround enterprise customer affected all users impacted exception raised,prod,ERROR,integrations-service,integrations,PARTNER_API_DOWN,805,26,21,0,0,0,0,0,0,1,1,1,1,0,0,enterprise,73,1
2026-04-15T10:57:39Z WARN notification-service SMTP timeout for customer=2477 env=dev enterprise customer affected customer complaint opened post-deploy regression,dev,WARN,notification-service,notifications,UNKNOWN,155,21,1,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,54,1
2026-04-15T10:58:46Z ERROR checkout-service Checkout request rejected for user=2478 error=CARD_TOKEN_ERROR env=staging vip tenant impacted urgent sev1,staging,ERROR,checkout-service,payments,CARD_TOKEN_ERROR,345,11,21,1,1,0,0,0,0,0,1,1,0,1,0,enterprise,12,1
2026-04-15T10:59:53Z ERROR payment-service Charge failed order_id=10479 user=2479 error=PAYMENT_GATEWAY_DOWN env=prod all users impacted checkout impacted exception raised,prod,ERROR,payment-service,payments,PAYMENT_GATEWAY_DOWN,775,26,21,1,0,0,0,0,0,1,1,1,0,0,0,pro,24,1
2026-04-15T10:00:00Z WARN integrations-service Partner webhook failed partner=tenant-0 error=PARTNER_API_DOWN env=prod urgent sev1 post-deploy regression exception raised,prod,WARN,integrations-service,integrations,PARTNER_API_DOWN,105,16,1,0,0,0,0,0,0,1,1,0,0,1,0,pro,73,1
2026-04-15T10:01:07Z WARN notification-service SMTP timeout for customer=2481 env=dev urgent sev1 enterprise customer affected manual retry possible,dev,WARN,notification-service,notifications,UNKNOWN,155,21,21,0,0,0,1,0,0,0,0,1,0,1,0,enterprise,54,1
2026-04-15T10:02:14Z ERROR identity-service Session validation failed for user=2482 reason=DB_TIMEOUT env=staging sla breach risk enterprise customer affected customer complaint opened exception raised,staging,ERROR,identity-service,auth,DB_TIMEOUT,225,46,21,0,1,1,1,0,0,1,1,1,0,1,0,enterprise,13,1
2026-04-15T10:03:21Z WARN reporting-service Scheduled export failed tenant=tenant-3 error=EXPORT_TIMEOUT env=staging urgent sev1,staging,WARN,reporting-service,reporting,EXPORT_TIMEOUT,25,36,21,0,0,0,1,0,0,0,1,0,0,1,0,free,23,0
